#,Intensity,KB0_x,KB0_y,KB0_d,KB0_led
0,0.0034,,,,
1,0.00308125,,,,
2,0.00329375,,,,
3,0.0036479166666666665,,,,
4,0.0032583333333333327,,,,
5,0.00329375,,,,
6,0.00350625,,,,
7,0.0034708333333333327,,,,
8,0.00308125,,,,
9,0.0031875,,,,
10,0.0034354166666666665,,,,
11,0.0031520833333333327,,,,
12,0.0035770833333333327,,,,
13,0.0031520833333333327,,,,
14,0.00329375,,,,
15,0.0029041666666666673,,,,
16,0.0034354166666666665,,,,
17,0.0029395833333333327,,,,
18,0.0034708333333333327,,,,
19,0.0030104166666666673,,,,
20,0.0033291666666666665,,,,
21,0.00286875,,,,
22,0.0036833333333333327,,,,
23,0.0028333333333333327,,,,
24,0.00371875,,,,
25,0.00329375,,,,
26,0.0035770833333333327,,,,
27,0.00308125,,,,
28,0.0036833333333333327,,,,
29,0.0032583333333333327,,,,
30,0.0031166666666666665,,,,
31,0.00329375,,,,
32,0.0034,,,,
33,0.0034354166666666665,,,,
34,0.0035416666666666665,,,,
35,0.00350625,,,,
36,0.0031520833333333327,,,,
37,0.0031166666666666665,,,,
38,0.0032583333333333327,,,,
39,0.0032229166666666665,,,,
40,0.00308125,,,,
41,0.0035416666666666665,,,,
42,0.0031166666666666665,,,,
43,0.002975,,,,
44,0.0033645833333333327,,,,
45,0.0036833333333333327,,,,
46,0.0032229166666666665,,,,
47,0.003825,,,,
48,0.0034708333333333327,,,,
49,0.00350625,,,,
50,0.0035770833333333327,,,,
51,0.0031166666666666665,,,,
52,0.0033645833333333327,,,,
53,0.0028333333333333327,,,,
54,0.0034,,,,
55,0.0030104166666666673,,,,
56,0.0030104166666666673,,,,
57,0.0033645833333333327,,,,
58,0.0033291666666666665,,,,
59,0.00329375,,,,
60,0.0029395833333333327,,,,
61,0.00286875,,,,
62,0.00329375,,,,
63,0.0031520833333333327,,,,
64,0.0031520833333333327,,,,
65,0.0035416666666666665,,,,
66,0.002975,,,,
67,0.0031875,,,,
68,0.0030104166666666673,,,,
