#,Intensity,KB0_x,KB0_y,KB0_d,KB0_led
0,3.1537125,977.0,1798.0,-2.2494588175432093,0.0
1,3.14064375,949.0,1777.0,-2.212679314023088,0.0
2,3.173191666666667,913.0,1747.0,-2.1329830706949258,0.0
3,3.1537125,898.0,1732.0,-2.2531128816696446,0.0
4,3.1480104166666667,868.0,1705.0,-2.2542761227114707,0.0
5,3.170677083333333,848.0,1688.0,-2.350277399486317,0.0
6,3.1276104166666667,817.0,1669.0,-2.30481118805374,0.0
7,3.123572916666667,791.0,1648.0,-2.362042376746233,0.0
8,3.1361104166666665,751.0,1622.0,-2.2494588175432093,0.0
9,3.10281875,722.0,1604.0,-2.2274979889143314,0.0
10,3.11429375,691.0,1582.0,-2.2766083474404053,0.0
11,3.12576875,664.0,1564.0,-2.3380146751193664,0.0
12,3.0889,634.0,1549.0,-2.2911974170327416,0.0
13,3.092016666666667,604.0,1532.0,-2.3209150165987538,0.0
14,3.0831979166666668,574.0,1517.0,-2.321324908637555,0.0
15,3.0325875,541.0,1498.0,-2.3743743052653232,0.0
16,3.0221395833333333,511.0,1480.0,-2.454640649404978,0.0
17,2.9974541666666665,478.0,1468.0,-2.411353206120524,0.0
18,2.9415666666666667,448.0,1450.0,-2.541152880410317,0.0
19,2.903458333333333,415.0,1439.0,-2.4790297290702403,0.0
20,2.8765770833333333,395.0,1417.0,-2.7837752718769715,0.0
21,2.829083333333333,365.0,1426.0,-2.6305353416917465,0.0
22,2.7979166666666666,337.0,1402.0,-2.7356426666414957,0.0
23,2.784564583333333,293.0,1381.0,-2.795718093752552,0.0
24,2.737602083333333,274.0,1385.0,-2.7626129928484904,0.0
25,2.685858333333333,238.0,1373.0,-2.7837752718769715,0.0
26,2.592925,162.0,1368.0,-2.486486649921438,0.0
27,2.4045791666666667,93.0,1380.0,-2.201477625115281,0.0
28,2.2176145833333334,28.0,1403.0,-2.4494484052971246,0.0
29,2.10661875,,,,
30,1.970725,,,,
31,1.8126604166666669,-155.0,1419.0,-1.9497052611766037,1.0
32,1.6692229166666666,,,,
33,1.4311875,,,,
34,1.14441875,,,,
35,0.8320083333333333,,,,
36,0.4346333333333333,,,,
37,0.1566125,,,,
38,0.7235625,,,,
39,2.1053083333333333,,,,
40,2.4609979166666665,,,,
41,1.7809625,,,,
42,2.079560416666667,,,,
43,2.933491666666667,,,,
44,4.60073125,,,,
45,4.314847916666666,,,,
46,3.559764583333333,,,,
47,3.64788125,,,,
48,3.524383333333333,,,,
49,3.5408875,,,,
50,3.0423625,,,,
51,3.00889375,,,,
52,2.8077979166666664,,,,
53,2.423845833333333,,,,
54,2.688975,,,,
55,2.9443645833333334,,,,
56,2.94620625,,,,
57,3.66296875,,,,
58,3.8196875,,,,
59,3.8297104166666665,,,,
60,2.96724375,,,,
61,3.3820791666666667,,,,
62,12.025941666666665,,,,
63,23.39022916666667,,,,
64,29.83914375,,,,
65,33.13073333333333,,,,
66,35.400870833333336,,,,
67,34.9962,,,,
68,33.334804166666665,,,,
69,30.245125,,,,
70,26.4900375,,,,
71,23.91914166666667,,,,
72,24.51948958333333,,,,
73,23.84965416666667,,,,
74,24.1606125,,,,
75,23.27997708333333,,,,
76,21.731525,,,,
77,20.978247916666668,,,,
78,20.110185416666667,,,,
79,20.202516666666668,,,,
80,19.60259375,,,,
81,20.337454166666667,,,,
82,21.046885416666665,,,,
83,21.92840625,,,,
84,21.83444583333333,,,,
85,22.79986875,,,,
86,24.89766875,,,,
87,30.84667708333333,,,,
88,36.6199125,,,,
89,40.815583333333336,,,,
90,43.0004375,,,,
91,44.46410208333333,,,,
92,45.00633125,,,,
93,41.80402708333333,,,,
94,38.596516666666666,,,,
95,34.16203125,,,,
96,28.93003333333333,,,,
97,22.23801875,,,,
98,17.91236875,,,,
99,13.933235416666667,,,,
100,10.212041666666666,,,,
101,8.11633125,,,,
102,6.2034770833333335,,,,
103,4.632535416666666,,,,
104,3.132816666666667,,,,
105,1.69925625,,,,
106,0.6628583333333333,,,,
107,0.1277125,,,,
108,0.0023375,,,,
109,0.0023375,,,,
110,0.0024083333333333326,,,,
111,0.0023729166666666673,,,,
112,0.00223125,,,,
113,0.0020541666666666672,,,,
114,0.0021604166666666673,,,,
115,0.0025145833333333326,,,,
116,0.002089583333333333,,,,
117,0.0026208333333333327,,,,
118,0.00201875,,,,
119,0.0023375,,,,
120,0.0024083333333333326,,,,
121,0.002089583333333333,,,,
122,0.0023020833333333326,,,,
123,0.00244375,,,,
124,0.0025854166666666673,,,,
125,0.0024791666666666673,,,,
126,0.0026208333333333327,,,,
127,0.00255,,,,
128,0.0026208333333333327,,,,
129,0.00265625,,,,
130,0.0026916666666666673,,,,
131,0.00255,,,,
132,0.0021604166666666673,,,,
133,0.00255,,,,
134,0.00265625,,,,
135,0.0026916666666666673,,,,
136,0.0026916666666666673,,,,
137,0.0026208333333333327,,,,
138,0.50235,,,,
139,1.4112479166666667,,,,
140,2.50611875,,,,
141,3.2669041666666665,,,,
142,4.054854166666667,,,,
143,3.085535416666666,,,,
144,3.3390479166666664,,,,
145,3.327077083333333,,,,
146,2.93111875,,,,
147,2.546989583333333,,,,
148,2.1766375,,,,
149,1.8378416666666664,,,,
150,1.66716875,,,,
151,1.7643520833333333,,,,
152,3.4189833333333333,,,,
153,3.527535416666667,,,,
154,3.6909833333333335,,,,
155,4.08031875,,,,
156,4.664835416666667,,,,
157,5.262208333333334,,,,
158,5.481295833333332,,,,
159,5.1445541666666665,,,,
160,2.9635604166666667,,,,
161,3.53886875,,,,
162,4.290764583333333,,,,
163,4.359472916666666,1180.0,2317.0,-1.3583643062861546,0.0
164,3.626702083333333,1174.0,2293.0,-1.376316210579791,0.0
165,2.5697625,1163.0,2269.0,-1.373400766945016,0.0
166,2.7939854166666667,1152.0,2243.0,-1.3932001595114087,0.0
167,2.9541395833333333,1142.0,2218.0,-1.4601391056210011,0.0
168,2.97978125,1128.0,2191.0,-1.455037109074086,0.0
169,2.970254166666667,1141.0,2138.0,-1.6767806847844966,0.0
170,2.986333333333333,1141.0,2113.0,-1.6860724527658486,0.0
171,2.9940895833333334,1138.0,2089.0,-1.6767806847844966,0.0
172,3.01909375,1126.0,2083.0,-1.4340406150639922,0.0
173,3.0243,1136.0,2036.0,-1.6767806847844966,0.0
174,3.03566875,1135.0,2011.0,-1.704023078435275,0.0
175,3.0424333333333333,1121.0,2002.0,-1.4315170672580502,0.0
176,3.0574145833333333,1135.0,1955.0,-1.7622980452645154,0.0
177,3.0742729166666667,1132.0,1928.0,-1.7524451567949086,0.0
178,3.083729166666666,1127.0,1904.0,-1.7182334909228345,0.0
179,3.1034916666666668,1127.0,1876.0,-1.8018869939907936,0.0
180,3.110716666666667,1120.0,1849.0,-1.7085325177552413,0.0
181,3.115320833333333,1120.0,1820.0,-1.8412324519478969,0.0
182,3.122864583333333,1115.0,1795.0,-1.8113305747408013,0.0
183,3.129770833333333,1111.0,1766.0,-1.8452449136957343,0.0
184,3.135402083333333,1105.0,1744.0,-1.7102363838862344,0.0
185,3.134233333333333,1102.0,1714.0,-1.8200484681801103,0.0
186,3.1355791666666666,1096.0,1687.0,-1.8094056493030977,0.0
187,3.14415,1090.0,1667.0,-1.6390661338517243,0.0
188,3.13703125,1084.0,1640.0,-1.647568218064675,0.0
189,3.159379166666666,1081.0,1604.0,-1.8817946074004372,0.0
190,3.1579625,1070.0,1585.0,-1.6553400823078948,0.0
191,3.1684104166666667,1066.0,1559.0,-1.664537868339145,0.0
192,3.16656875,1060.0,1532.0,-1.6730030449021502,0.0
193,3.1718458333333333,1049.0,1505.0,-1.6879050713617612,0.0
194,3.170464583333333,1045.0,1478.0,-1.6961854471364128,0.0
195,3.185127083333333,1039.0,1444.0,-1.827702853638332,0.0
196,3.174608333333333,1027.0,1423.0,-1.7044485741120905,0.0
197,3.1892354166666665,1021.0,1397.0,-1.7126933813990606,0.0
198,3.1724125,1013.0,1367.0,-1.7291238276033265,0.0
199,3.1843125,1003.0,1340.0,-1.7291238276033265,0.0
200,3.172270833333333,994.0,1313.0,-1.7373074011867595,0.0
201,3.17400625,986.0,1286.0,-1.7469185006207162,0.0
202,3.12491875,977.0,1261.0,-1.7632979616048758,0.0
203,3.1192875,967.0,1232.0,-1.779573508976962,0.0
204,3.091910416666667,958.0,1205.0,-1.787669942461305,0.0
205,3.0752645833333334,947.0,1178.0,-1.8037755658719996,0.0
206,3.0238395833333334,937.0,1150.0,-1.813762920202395,0.0
207,2.99593125,926.0,1121.0,-1.8217990134379312,0.0
208,2.947658333333333,914.0,1094.0,-1.8399638195805967,0.0
209,2.955202083333333,901.0,1063.0,-1.8559140619674928,0.0
210,2.9110375,890.0,1033.0,-1.8717165611553217,0.0
211,2.880154166666667,877.0,1009.0,-1.8795605982713663,0.0
212,2.8391416666666665,865.0,983.0,-1.9004207342156396,0.0
213,2.804964583333333,851.0,956.0,-1.9160412519035332,0.0
214,2.738735416666666,838.0,922.0,-1.931488224288578,0.0
215,2.706435416666667,826.0,892.0,-1.9587764063077708,0.0
216,2.664608333333333,811.0,869.0,-1.9605048981377624,0.0
217,2.6441375,784.0,820.0,-1.989938929761568,0.0
218,2.574225,781.0,814.0,-2.0014888381814044,0.0
219,2.5773770833333334,764.0,787.0,-2.019792969514309,0.0
220,2.5552770833333334,736.0,736.0,-2.05527425583192,0.0
221,2.557720833333333,733.0,733.0,-2.0707915568147235,0.0
222,2.537427083333333,703.0,685.0,-2.1034399340244136,0.0
223,2.5330708333333334,697.0,685.0,-2.129395642138459,0.0
224,2.5183375,667.0,634.0,-2.1637988886764226,0.0
225,2.51525625,661.0,634.0,-2.194819379771653,0.0
226,2.488941666666667,638.0,608.0,-2.2159448805557402,0.0
227,2.48040625,610.0,562.0,-2.249680891712332,0.0
228,2.45395,592.0,541.0,-2.2766083474404053,0.0
229,2.436914583333333,571.0,517.0,-2.3010357742641663,0.0
230,2.3933520833333333,550.0,493.0,-2.331508148136745,0.0
231,2.3893145833333334,535.0,494.0,-2.3735337927504983,0.0
232,2.371358333333333,508.0,455.0,-2.3854259275645653,0.0
233,2.358502083333333,488.0,448.0,-2.4250509794933897,0.0
234,2.33665,464.0,424.0,-2.453033495453652,0.0
235,2.326095833333333,437.0,397.0,-2.473303234759209,0.0
236,2.3077854166666665,413.0,379.0,-2.5127963671743605,0.0
237,2.302685416666667,388.0,377.0,-2.544415995497116,0.0
238,2.283064583333333,364.0,349.0,-2.5804292413014407,0.0
239,2.2777166666666666,337.0,334.0,-2.6123458727579485,0.0
240,2.2258666666666667,313.0,328.0,-2.6053455908584926,0.0
241,2.232170833333333,289.0,331.0,-2.5604081262097105,0.0
242,2.22880625,265.0,334.0,-2.521343167606972,0.0
243,2.221404166666667,242.0,328.0,-2.4980915447965093,0.0
244,2.2194208333333334,224.0,326.0,-2.465582676514485,0.0
245,2.1889625,186.0,337.0,-2.316215803069055,0.0
246,2.08813125,140.0,348.0,-1.9131929147257567,0.0
247,2.0243458333333333,93.0,356.0,-2.0287942783921182,0.0
248,1.9657666666666669,53.0,368.0,-2.4097147586516603,0.0
249,1.87095625,8.0,375.0,-2.488746022489019,0.0
250,1.74133125,-50.0,391.0,-2.294733534309579,0.0
251,1.6068541666666667,-92.0,404.0,-2.142133806628524,0.0
252,1.4613979166666666,-118.0,410.0,-2.0472637462686034,0.0
253,1.3338270833333334,-160.0,423.0,-1.9062446545644045,0.0
254,1.1952416666666668,-210.0,437.0,-1.630048920458329,1.0
255,1.067175,,,,
256,0.9265,,,,
257,0.8012666666666667,,,,
258,0.684675,,,,
259,0.5548729166666667,,,,
260,0.42963958333333335,,,,
261,0.3384770833333333,,,,
262,0.3261520833333333,,,,
263,0.292825,,,,
264,0.25354791666666665,,,,
265,0.22075208333333327,,,,
266,0.19493333333333326,,,,
267,0.1808375,,,,
268,0.18182916666666665,,,,
269,0.21108333333333332,,,,
270,0.2416833333333333,,,,
271,0.28251875,,,,
272,0.3368125,,,,
273,0.3964895833333333,,,,
274,0.4426020833333333,,,,
275,0.4404416666666667,,,,
276,0.5697833333333333,,,,
277,0.7091125,,,,
278,0.86710625,,,,
279,1.0212395833333334,-168.0,427.0,-1.6860724527658486,1.0
280,1.1851479166666667,-111.0,406.0,-1.8673421358645967,0.0
281,1.3500479166666666,-60.0,397.0,-2.1362802149497213,0.0
282,1.5368,9.0,378.0,-2.5702551737561663,0.0
283,1.7491229166666666,58.0,367.0,-2.3296520524409483,0.0
284,1.9396645833333328,98.0,361.0,-2.0293678372624044,0.0
285,2.0739645833333333,143.0,341.0,-1.8157749899217608,0.0
286,2.2045104166666665,197.0,329.0,-1.9052044330255908,0.0
287,2.2379083333333334,223.0,328.0,-2.0344439357957027,0.0
288,2.243716666666667,239.0,331.0,-2.119738347992428,0.0
289,2.2477541666666667,259.0,325.0,-2.1929542074075075,0.0
290,2.2413791666666665,272.0,328.0,-2.264498333932482,0.0
291,2.227,281.0,323.0,-2.326963052820125,0.0
292,2.21775625,286.0,326.0,-2.379446113002808,0.0
293,2.21223125,290.0,323.0,-2.390663591191853,0.0
