#,Intensity,KB0_x,KB0_y,KB0_theta,KB0_led
0,0.0,nan,nan,nan,0
1,0.001639404296875,nan,nan,nan,0
2,0.001805419921875,nan,nan,nan,0
3,0.0,nan,nan,nan,0
4,0.0,nan,nan,nan,0
5,0.004669189453125,nan,nan,nan,0
6,0.0,nan,nan,nan,0
7,0.0,nan,nan,nan,0
8,0.020897216796875,nan,nan,nan,0
9,0.0,nan,nan,nan,0
10,0.0,nan,nan,nan,0
11,0.049327392578125,nan,nan,nan,0
12,0.0,nan,nan,nan,0
13,0.0,nan,nan,nan,0
14,0.0150244140625,nan,nan,nan,0
15,0.0,nan,nan,nan,0
16,0.034884033203125,nan,nan,nan,0
17,0.00796875,nan,nan,nan,0
18,0.00037353515625,nan,nan,nan,0
19,0.016622314453125,nan,nan,nan,0
20,0.0,nan,nan,nan,0
21,0.005125732421875,nan,nan,nan,0
22,0.0087158203125,nan,nan,nan,0
23,0.00867431640625,nan,nan,nan,0
24,0.051319580078125,nan,nan,nan,0
25,0.12384765625,nan,nan,nan,0
26,0.24171875,nan,nan,nan,0
27,0.411822509765625,nan,nan,nan,0
28,0.50970947265625,nan,nan,nan,0
29,0.3339404296875,nan,nan,nan,0
30,0.7202587890625,nan,nan,nan,0
31,0.28077392578125,nan,nan,nan,0
32,0.453118896484375,nan,nan,nan,0
33,0.23105224609375,nan,nan,nan,0
34,0.191851806640625,nan,nan,nan,0
35,0.0283056640625,nan,nan,nan,0
36,0.000560302734375,nan,nan,nan,0
37,0.0007470703125,nan,nan,nan,0
38,0.0005810546875,nan,nan,nan,0
39,0.006640625,nan,nan,nan,0
40,0.004150390625,nan,nan,nan,0
41,0.003714599609375,nan,nan,nan,0
42,0.010687255859375,nan,nan,nan,0
43,0.0272265625,nan,nan,nan,0
44,1.036788330078125,nan,nan,nan,0
45,1.47716552734375,398,3945,2.861234194122529,0
46,1.8265869140625,462,3930,2.88365379987905,0
47,2.15027587890625,335,3984,2.3607244921720154,0
48,2.063968505859375,364,3984,2.3787188861579995,0
49,2.2378076171875,424,3973,2.2395533545617865,0
50,2.018729248046875,327,4003,1.9055311501792573,0
51,2.0387548828125,nan,nan,nan,0
52,1.791993408203125,nan,nan,nan,0
53,1.270704345703125,nan,nan,nan,0
54,3.00434326171875,269,2103,2.898648028492552,0
55,3.481700439453125,nan,nan,nan,0
56,3.63055419921875,447,2047,2.4663820356996915,0
57,3.853118896484375,464,2049,2.3567333830138324,0
58,3.93801513671875,466,2047,2.4483316050187325,0
59,4.16122314453125,nan,nan,nan,0
60,4.303768310546875,457,2045,1.064617958095489,0
61,4.386983642578125,453,2044,1.7495828044849087,0
62,4.490618896484375,452,2049,1.771281273924016,0
63,4.533388671875,450,2050,1.4073547022326374,0
64,4.62266357421875,442,2054,1.995903198581101,0
65,4.5467529296875,422,2078,1.9753943870265316,0
66,4.146343994140625,410,2089,2.0080277973190457,0
67,2.1959716796875,401,2100,2.0607835978479416,0
68,1.771739501953125,387,2110,2.081426198477324,0
69,1.81890869140625,381,2123,2.103551688108264,0
70,1.804569091796875,370,2134,2.053806051500257,0
71,1.846923828125,357,2145,2.067759159244491,0
72,1.90208251953125,355,2147,2.134409025297131,0
73,1.906689453125,342,2158,2.2010880266586943,0
74,1.93022216796875,332,2176,2.2729085825857243,0
75,1.986356201171875,316,2191,2.2945733552870573,0
76,1.9479443359375,308,2202,2.3113313138141116,0
77,1.944437255859375,299,2216,2.3864396781760213,0
