#,Intensity,KB0_x,KB0_y,KB0_theta,KB0_led
0,3.128958740234375,nan,nan,nan,0
1,2.51426513671875,nan,nan,nan,0
2,2.09544921875,nan,nan,nan,0
3,0.84763427734375,304,2078,-1.6893165544665658,0
4,0.667486572265625,298,2083,-1.6779711405253055,0
5,0.618428955078125,286,2086,-1.7080809192487427,0
6,0.620732421875,274,2089,-1.7102543782363329,0
7,0.6604931640625,262,2092,-1.050942628767122,0
8,0.623160400390625,253,2098,-1.0734289731892348,0
9,0.62683349609375,241,2102,-1.102116615518237,0
10,0.662236328125,233,2107,-1.7788087559047838,0
11,0.576053466796875,232,2111,-1.722067060323786,0
12,0.490513916015625,233,2119,-1.6269251885362745,0
13,0.442161865234375,233,2131,-1.496956092778527,0
14,0.432781982421875,232,2140,-1.3973889435642466,0
15,0.421285400390625,233,2149,-1.2778769070520557,0
16,0.421575927734375,232,2159,-0.4263379985937812,0
17,0.417716064453125,232,2164,-0.3046592383690916,0
18,0.416761474609375,232,2170,-0.7338385688544404,0
19,0.4174462890625,232,2173,-0.8235416198357375,0
20,0.418712158203125,232,2173,-0.5041090076485153,0
21,0.421741943359375,232,2167,-0.44370436599091967,0
22,0.421243896484375,232,2158,3.0449208277350426,0
23,0.422322998046875,233,2152,-0.6491080341712445,0
24,0.4210986328125,232,2143,-0.5148832336088276,0
25,0.423443603515625,232,2134,-0.6168428743036833,0
26,0.4302294921875,232,2122,-0.7082484277809935,0
27,0.428465576171875,233,2110,-0.2811997096770371,0
28,0.429586181640625,233,2098,-1.1618226311085742,0
29,0.434442138671875,232,2089,-1.2641149196715933,0
30,0.434442138671875,232,2077,-1.3610584588201071,0
31,0.432574462890625,229,2069,-0.8562649906712387,0
32,0.436123046875,229,2063,-0.9062647122909793,0
33,0.435562744140625,229,2057,-0.8588699446417802,0
34,0.43267822265625,232,2054,-1.6478550064213078,0
35,0.4353759765625,232,2050,-1.6892479043414443,0
36,0.436849365234375,232,2050,-1.7436994478123324,0
37,0.430582275390625,230,2050,-1.0778204730213066,0
38,0.4318896484375,232,2050,-1.7775408206603842,0
39,0.43433837890625,229,2054,-0.9309675290505872,0
40,0.426929931640625,232,2053,-1.8507668224990876,0
41,0.426929931640625,229,2057,-1.2131239392766293,0
42,0.431868896484375,229,2056,-1.8181477393295733,0
43,0.4259130859375,232,2060,-1.9147438788797544,0
44,0.42466796875,229,2068,-1.313000571757696,0
45,0.4318896484375,229,2065,-1.3469242134992,0
46,0.42977294921875,232,2071,-1.945757414134608,0
47,0.428175048828125,229,2077,-1.1694569954476313,0
48,0.4349609375,229,2087,-1.0502082022666972,0
49,0.43442138671875,229,2093,-1.100268540238595,0
50,0.430416259765625,232,2104,-1.669636201289748,0
51,0.433570556640625,230,2117,-0.852793318246909,0
52,0.434608154296875,232,2119,-0.7854440969270966,0
53,0.42877685546875,232,2128,-1.3482488397495969,0
54,0.4323876953125,233,2132,-1.3335195043731245,0
55,0.433446044921875,232,2137,-0.567680900448301,0
56,0.427137451171875,233,2140,-1.2226126252380265,0
