#,Intensity,KB0_x,KB0_y,KB0_theta,KB0_led
0,0.0,nan,nan,nan,0
1,0.0,nan,nan,nan,0
2,0.0,nan,nan,nan,0
3,0.0,nan,nan,nan,0
4,0.0,nan,nan,nan,0
5,0.0,nan,nan,nan,0
6,0.0,nan,nan,nan,0
7,0.0,nan,nan,nan,0
8,0.0,nan,nan,nan,0
9,0.002635498046875,nan,nan,nan,0
10,0.000186767578125,nan,nan,nan,0
11,0.180313720703125,nan,nan,nan,0
12,0.2960888671875,nan,nan,nan,0
13,0.434566650390625,nan,nan,nan,0
14,0.177408447265625,nan,nan,nan,0
15,0.200484619140625,nan,nan,nan,0
16,0.360087890625,nan,nan,nan,0
17,0.36187255859375,nan,nan,nan,0
18,0.531851806640625,nan,nan,nan,0
19,0.382998046875,nan,nan,nan,0
20,0.56648681640625,nan,nan,nan,0
21,0.35423583984375,nan,nan,nan,0
22,0.55951416015625,nan,nan,nan,0
23,0.547021484375,nan,nan,nan,0
24,0.336077880859375,nan,nan,nan,0
25,0.337281494140625,nan,nan,nan,0
26,0.209781494140625,nan,nan,nan,0
27,0.19743408203125,nan,nan,nan,0
28,0.515042724609375,nan,nan,nan,0
29,0.35589599609375,nan,nan,nan,0
30,0.347802734375,nan,nan,nan,0
31,0.330972900390625,nan,nan,nan,0
32,0.33447998046875,nan,nan,nan,0
33,0.331512451171875,nan,nan,nan,0
34,0.308436279296875,nan,nan,nan,0
35,0.497943115234375,nan,nan,nan,0
36,0.33497802734375,nan,nan,nan,0
37,0.305987548828125,nan,nan,nan,0
38,0.48679931640625,nan,nan,nan,0
39,0.51618408203125,nan,nan,nan,0
40,0.2954248046875,nan,nan,nan,0
41,0.46870361328125,nan,nan,nan,0
42,0.308062744140625,nan,nan,nan,0
43,0.29583984375,nan,nan,nan,0
44,0.479100341796875,nan,nan,nan,0
45,0.505081787109375,nan,nan,nan,0
46,0.201273193359375,nan,nan,nan,0
47,0.010438232421875,nan,nan,nan,0
48,1.613443603515625,nan,nan,nan,0
49,2.61379150390625,nan,nan,nan,0
50,2.603975830078125,nan,nan,nan,0
51,2.553673095703125,348,2118,-1.7941048045478691,0
52,2.505902099609375,nan,nan,nan,0
53,2.4255712890625,318,2124,-1.7307704985465246,0
54,2.364083251953125,312,2118,-1.6982309540871405,0
55,2.3347607421875,303,2118,-1.917702578391923,0
56,2.312265625,292,2130,-2.004166518375163,0
57,2.327269287109375,284,2142,-2.0912218072444393,0
58,2.33928466796875,274,2140,-2.0060561166478283,0
59,2.21045654296875,265,2144,-2.109443121216449,0
60,1.11035400390625,249,2154,-2.1885923342680815,0
61,0.434027099609375,233,2169,-2.228618728652668,0
62,0.435396728515625,231,2185,-2.0561310752800503,0
63,0.434317626953125,234,2198,-1.844555463750897,0
64,0.43832275390625,236,2214,-1.612777297823456,0
65,0.44479736328125,233,2234,-1.4062086650493777,0
66,0.444320068359375,233,2251,-1.209995469045304,0
67,0.44786865234375,235,2274,-0.9776881904244448,0
68,0.458638916015625,227,2283,-0.7357919100703976,0
